Volume Identifier,Access,Rights,University of Michigan record number,Enumeration/Chronology,Source,Source institution record number,OCLC numbers,ISBNs,ISSNs,LCCNs,Title,Imprint,Rights determination reason code,Date of last update,Government Document,Publication Date,Publication Place,Language,Bibliograhic Format
mdp.39015086802041,allow,pd,000638826,v.1 1900,MiU,000638826,1770343,,,07005143,Publications of the Yerkes observatory of the University of Chicago.,University of Chicago Press.,bib,2010-06-28 11:33:57,0,1900,ilu,eng,SE
mdp.39015086802199,allow,pd,000638826,v.2 1904,MiU,000638826,1770343,,,07005143,Publications of the Yerkes observatory of the University of Chicago.,University of Chicago Press.,bib,2010-06-28 11:33:57,0,1904,ilu,eng,SE
mdp.39015086801886,deny,ic,000638826,v.3 1903-1925,MiU,000638826,1770343,,,07005143,Publications of the Yerkes observatory of the University of Chicago.,University of Chicago Press.,bib,2010-06-28 11:33:57,0,1925,ilu,eng,SE
mdp.39015086802033,deny,ic,000638826,v.5 1927,MiU,000638826,1770343,,,07005143,Publications of the Yerkes observatory of the University of Chicago.,University of Chicago Press.,bib,2010-06-28 11:33:43,0,1927,ilu,eng,SE
mdp.39015086802181,deny,ic,000638826,v.6 1931,MiU,000638826,1770343,,,07005143,Publications of the Yerkes observatory of the University of Chicago.,University of Chicago Press.,bib,2010-06-28 11:33:43,0,1931,ilu,eng,SE
mdp.39015086801878,deny,ic,000638826,v.8 1936-1954,MiU,000638826,1770343,,,07005143,Publications of the Yerkes observatory of the University of Chicago.,University of Chicago Press.,bib,2010-06-28 11:33:43,0,1954,ilu,eng,SE
uc1.32106007726018,deny,und,000638826,v.6,UC,.b15240150,1770343,,,07005143,Publications of the Yerkes observatory of the University of Chicago.,University of Chicago Press.,bib,2010-08-05 21:30:49,0,9999,ilu,eng,SE
uc1.32106014477522,allow,pd,000638826,v.2 1903,UC,.b15240150,1770343,,,07005143,Publications of the Yerkes observatory of the University of Chicago.,University of Chicago Press.,bib,2010-08-05 21:30:53,0,1903,ilu,eng,SE
uc1.32106015025783,allow,pd,000638826,v.1:no.2 1900,UC,.b15240150,1770343,,,07005143,Publications of the Yerkes observatory of the University of Chicago.,University of Chicago Press.,bib,2010-08-05 21:30:53,0,1900,ilu,eng,SE
coo.31924093081069,deny,ic,000638826,v.3-4 1903-28,COO,1123678,1770343,,,07005143,Publications of the Yerkes observatory of the University of Chicago.,University of Chicago Press.,bib,2012-08-27 19:30:21,0,1928,ilu,eng,SE
mdp.39015027190969,allow,pd,000642313,v.1-2 1861-1864,MiU,000642313,1642202,,,09014918//r,Recherches astronomiques de l'Observatoire d'Utrecht.,"Sterrewacht van de Rijksuniversiteit te Utrecht,etc. 1861-1966]",bib,2010-06-28 11:30:48,0,1864,ne ,fre,SE
mdp.39015014819976,deny,ic,000642313,v.9-11 1923-1949,MiU,000642313,1642202,,,09014918//r,Recherches astronomiques de l'Observatoire d'Utrecht.,"Sterrewacht van de Rijksuniversiteit te Utrecht,etc. 1861-1966]",bib,2010-06-28 11:32:53,0,1949,ne ,fre,SE
mdp.39015019256406,deny,ic,000642313,v.12-13 1951-1957,MiU,000642313,1642202,,,09014918//r,Recherches astronomiques de l'Observatoire d'Utrecht.,"Sterrewacht van de Rijksuniversiteit te Utrecht,etc. 1861-1966]",bib,2011-08-23 19:30:22,0,1957,ne ,fre,SE
mdp.39015049343687,deny,ic,000642313,v.14-15 1958-1960,MiU,000642313,1642202,,,09014918//r,Recherches astronomiques de l'Observatoire d'Utrecht.,"Sterrewacht van de Rijksuniversiteit te Utrecht,etc. 1861-1966]",bib,2012-07-06 20:18:43,0,1960,ne ,fre,SE
mdp.39015019256414,deny,ic,000642313,v.16 pt.1 1960,MiU,000642313,1642202,,,09014918//r,Recherches astronomiques de l'Observatoire d'Utrecht.,"Sterrewacht van de Rijksuniversiteit te Utrecht,etc. 1861-1966]",bib,2012-06-06 19:30:49,0,1960,ne ,fre,SE
mdp.39015019256422,deny,ic,000642313,v.17-18 1965-1966,MiU,000642313,1642202,,,09014918//r,Recherches astronomiques de l'Observatoire d'Utrecht.,"Sterrewacht van de Rijksuniversiteit te Utrecht,etc. 1861-1966]",bib,2007-03-17 09:28:25,0,1966,ne ,fre,SE
mdp.39015085466319,deny,ic,000642313,v.7-8 1917-1923,MiU,000642313,1642202,,,09014918//r,Recherches astronomiques de l'Observatoire d'Utrecht.,"Sterrewacht van de Rijksuniversiteit te Utrecht,etc. 1861-1966]",bib,2010-06-28 11:33:20,0,1923,ne ,fre,SE
mdp.39015085466616,allow,pd,000642313,v.1 1864 suppl.,MiU,000642313,1642202,,,09014918//r,Recherches astronomiques de l'Observatoire d'Utrecht.,"Sterrewacht van de Rijksuniversiteit te Utrecht,etc. 1861-1966]",bib,2010-06-28 11:33:52,0,1864,ne ,fre,SE
mdp.39015085466301,allow,pdus,000642313,v.3-4 1908-1911,MiU,000642313,1642202,,,09014918//r,Recherches astronomiques de l'Observatoire d'Utrecht.,"Sterrewacht van de Rijksuniversiteit te Utrecht,etc. 1861-1966]",bib,2010-06-28 11:33:20,0,1911,ne ,fre,SE
mdp.39015085466459,allow,pdus,000642313,v.5-6 1911-1916,MiU,000642313,1642202,,,09014918//r,Recherches astronomiques de l'Observatoire d'Utrecht.,"Sterrewacht van de Rijksuniversiteit te Utrecht,etc. 1861-1966]",bib,2011-08-18 19:30:45,0,1916,ne ,fre,SE
uc1.b3746623,deny,ic,000642313,v.17-18 (1965-66),UC,.b119910615,1642202,,,09014918//r,Recherches astronomiques de l'Observatoire d'Utrecht.,"Sterrewacht van de Rijksuniversiteit te Utrecht,etc. 1861-1966]",bib,2010-05-27 20:31:18,0,1966,ne ,fre,SE
uc1.32106020477904,allow,pd,000642313,v.1-2 1861-64,UC,.b15247417,1642202,,,09014918//r,Recherches astronomiques de l'Observatoire d'Utrecht.,"Sterrewacht van de Rijksuniversiteit te Utrecht,etc. 1861-1966]",bib,2010-08-06 20:31:32,0,1864,ne ,fre,SE
uc1.32106020477912,allow,pdus,000642313,v.3-5 1908-11,UC,.b15247417,1642202,,,09014918//r,Recherches astronomiques de l'Observatoire d'Utrecht.,"Sterrewacht van de Rijksuniversiteit te Utrecht,etc. 1861-1966]",bib,2010-08-06 20:33:12,0,1911,ne ,fre,SE
uc1.32106020477920,deny,ic,000642313,v.6-8 1916-23,UC,.b15247417,1642202,,,09014918//r,Recherches astronomiques de l'Observatoire d'Utrecht.,"Sterrewacht van de Rijksuniversiteit te Utrecht,etc. 1861-1966]",bib,2010-08-06 20:33:12,0,1923,ne ,fre,SE
uc1.32106020477938,deny,ic,000642313,v.14 1958-59,UC,.b15247417,1642202,,,09014918//r,Recherches astronomiques de l'Observatoire d'Utrecht.,"Sterrewacht van de Rijksuniversiteit te Utrecht,etc. 1861-1966]",bib,2010-08-06 19:31:21,0,1959,ne ,fre,SE
uc1.32106020477946,deny,ic,000642313,v.15 1960,UC,.b15247417,1642202,,,09014918//r,Recherches astronomiques de l'Observatoire d'Utrecht.,"Sterrewacht van de Rijksuniversiteit te Utrecht,etc. 1861-1966]",bib,2010-08-06 19:31:21,0,1960,ne ,fre,SE
uc1.32106020477953,deny,ic,000642313,v.16 1960,UC,.b15247417,1642202,,,09014918//r,Recherches astronomiques de l'Observatoire d'Utrecht.,"Sterrewacht van de Rijksuniversiteit te Utrecht,etc. 1861-1966]",bib,2010-08-06 20:31:32,0,1960,ne ,fre,SE
uc1.32106020477961,deny,ic,000642313,v.9-11 1923-49,UC,.b15247417,1642202,,,09014918//r,Recherches astronomiques de l'Observatoire d'Utrecht.,"Sterrewacht van de Rijksuniversiteit te Utrecht,etc. 1861-1966]",bib,2010-08-06 20:34:39,0,1949,ne ,fre,SE
uc1.32106020477979,deny,ic,000642313,v.12-13 1951-57,UC,.b15247417,1642202,,,09014918//r,Recherches astronomiques de l'Observatoire d'Utrecht.,"Sterrewacht van de Rijksuniversiteit te Utrecht,etc. 1861-1966]",bib,2010-08-05 20:31:32,0,1957,ne ,fre,SE
uc1.32106020477987,deny,ic,000642313,v.18 1966,UC,.b15247417,1642202,,,09014918//r,Recherches astronomiques de l'Observatoire d'Utrecht.,"Sterrewacht van de Rijksuniversiteit te Utrecht,etc. 1861-1966]",bib,2010-08-06 20:33:12,0,1966,ne ,fre,SE
uc1.32106020477995,deny,ic,000642313,v.17 1965,UC,.b15247417,1642202,,,09014918//r,Recherches astronomiques de l'Observatoire d'Utrecht.,"Sterrewacht van de Rijksuniversiteit te Utrecht,etc. 1861-1966]",bib,2010-08-06 20:33:12,0,1965,ne ,fre,SE
mdp.39015039610863,allow,pd,000642992,v.16 1902 Jul-Dec,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:07,0,1902,ilu,eng,SE
mdp.39015039610889,allow,pd,000642992,v.2 1895 Jun-Dec,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:16,0,1895,ilu,eng,SE
mdp.39015011418202,allow,pd,000642992,v.6 1897 Jun-Dec,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:10,0,1897,ilu,eng,SE
mdp.39015013166312,allow,pd,000642992,v.8 1898 Jun-Dec,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:09,0,1898,ilu,eng,SE
mdp.39015039610871,allow,pd,000642992,v.14 1901 Jul-Dec,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-05-01 19:25:35,0,1901,ilu,eng,SE
mdp.39015039773554,allow,pd,000642992,v.20 1904 Jul-Dec,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:16,0,1904,ilu,eng,SE
mdp.39015048991205,allow,pd,000642992,v.22 1905 Jul-Dec,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:13,0,1905,ilu,eng,SE
mdp.39015039332237,allow,pd,000642992,v.26 1907 Jul-Dec,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:17,0,1907,ilu,eng,SE
mdp.39015013791085,allow,pd,000642992,v.28 1908 Jul-Dec,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:07,0,1908,ilu,eng,SE
mdp.39015039610897,allow,pd,000642992,v.31 1910 Jan-Jun,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:11,0,1910,ilu,eng,SE
mdp.39015039332245,allow,pd,000642992,v.32 1910 Jul-Dec,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:06,0,1910,ilu,eng,SE
mdp.39015013166239,allow,pd,000642992,v.33 1911 Jan-Jun,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:14,0,1911,ilu,eng,SE
mdp.39015011414292,allow,pd,000642992,v.34 1911 Jul-Dec,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:07,0,1911,ilu,eng,SE
mdp.39015013166304,allow,pd,000642992,v.37 1913 Jan-Jun,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:10,0,1913,ilu,eng,SE
mdp.39015026772940,allow,pd,000642992,v.42 1915 Jul-Dec,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:14,0,1915,ilu,eng,SE
mdp.39015047762102,allow,pd,000642992,v.43 1916 Jan-Jun,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:13,0,1916,ilu,eng,SE
mdp.39015050579740,allow,pd,000642992,v.45 1917 Jan-Jun,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:14,0,1917,ilu,eng,SE
mdp.39015050579724,allow,pd,000642992,v.46 1917 Jul-Dec,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:12,0,1917,ilu,eng,SE
mdp.39015050579732,allow,pd,000642992,v.47 1918 Jan-Jun,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:13,0,1918,ilu,eng,SE
mdp.39015050580052,allow,pd,000642992,v.48 1918 Jul-Dec,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:15,0,1918,ilu,eng,SE
mdp.39015026772957,allow,pd,000642992,v.49 1919 Jan-Jun,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:13,0,1919,ilu,eng,SE
mdp.39015021780641,allow,pd,000642992,v.50 1919 Jul-Dec,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:05,0,1919,ilu,eng,SE
mdp.39015021780567,allow,pd,000642992,Index 26-50 1907-1919,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:12,0,1919,ilu,eng,SE
mdp.39015017597397,allow,pd,000642992,v.51 1920,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:14,0,1920,ilu,eng,SE
mdp.39015017597405,allow,pd,000642992,v.52 1920,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:08,0,1920,ilu,eng,SE
mdp.39015017597413,allow,pd,000642992,v.53 1921 Jan-Jun,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:07,0,1921,ilu,eng,SE
mdp.39015017597421,allow,pd,000642992,v.54 1921 Jul-Dec,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:17,0,1921,ilu,eng,SE
mdp.39015017597439,allow,pd,000642992,v.55 1922 Jan-Jun,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:16,0,1922,ilu,eng,SE
mdp.39015017597355,allow,pd,000642992,v.56 1922 Jul-Dec,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:13,0,1922,ilu,eng,SE
mdp.39015073153077,allow,pd,000642992,v.27 1908 Jan-Jun,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 19:25:11,0,1908,ilu,eng,SE
mdp.39015073153085,allow,pd,000642992,v.29 1909 Jan-Jun,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 19:25:11,0,1909,ilu,eng,SE
mdp.39015073153093,allow,pd,000642992,v.30 1909 Jul-Dec,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:11,0,1909,ilu,eng,SE
mdp.39015073153101,allow,pd,000642992,v.35 1912 Jan-Jun,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 19:25:11,0,1912,ilu,eng,SE
mdp.39015073153119,allow,pd,000642992,v.36 1912 Jul-Dec,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 19:25:11,0,1912,ilu,eng,SE
mdp.39015073153127,allow,pd,000642992,v.38 1913 Jul-Dec,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:06,0,1913,ilu,eng,SE
mdp.39015073153135,allow,pd,000642992,v.39 1914 Jan-Jun,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:10,0,1914,ilu,eng,SE
mdp.39015073153143,allow,pd,000642992,v.40 1914 Jul-Dec,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:10,0,1914,ilu,eng,SE
mdp.39015073153150,allow,pd,000642992,v.41 1915 Jan-Jun,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:11,0,1915,ilu,eng,SE
mdp.39015073153168,allow,pd,000642992,v.44 1916 Jul-Dec,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:17,0,1916,ilu,eng,SE
mdp.39015073153176,allow,pd,000642992,Index 1-25 1895-1907,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:09,0,1907,ilu,eng,SE
mdp.39015073165006,allow,pd,000642992,v.1 1895 Jan-May,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 19:25:11,0,1895,ilu,eng,SE
mdp.39015073164991,allow,pd,000642992,v.3 1896 Jan-May,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 19:25:11,0,1896,ilu,eng,SE
mdp.39015073164694,allow,pd,000642992,v.4 1896 Jun-Dec,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:14,0,1896,ilu,eng,SE
mdp.39015073164843,allow,pd,000642992,v.5 1897 Jan-May,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 04:25:07,0,1897,ilu,eng,SE
mdp.39015073207212,allow,pd,000642992,v.7 1898 Jan-May,MiU,000642992,1518501,,0004-637X,17024351,The Astrophysical journal.,"Published by the University of Chicago Press for the American Astronomical Society, 1895-",bib,2013-04-04 19:25:12,0,1898,ilu,eng,SE
